date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:35:41	34405/34405	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2013:21:48%20GMT	https://html.sthemeit.com/logistcwr-demo/index-five.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/index-five.html	(from )
00:35:43	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2002%20Mar%202025%2023:35:43%20GMT	https://html.sthemeit.com/robots.txt		(from )
00:35:43	2120/2120	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/images/logo/fav-icon.png	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/images/logo/fav-icon.png	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:44	155845/155845	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/bootstrap.min.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/bootstrap.min.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:44	3217/3217	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/owl.carousel.min.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/owl.carousel.min.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:44	57095/57095	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/animate.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/animate.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:44	3358/3358	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/nice-select.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/nice-select.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:45	4870/4870	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/meanmenu.min.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/meanmenu.min.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:45	3625/3625	---M-Z	200	added ('OK')	text/css	date:Wed,%2009%20Oct%202024%2005:54:20%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/template-default.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/template-default.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:46	18431/18431	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20Jul%202024%2019:52:20%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/swiper-bundle.min.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/swiper-bundle.min.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:46	1018/1018	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/owl.theme.default.min.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/owl.theme.default.min.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:47	105072/105072	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Feb%202025%2013:10:50%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/style.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/style.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:47	13836/13836	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/common.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/common.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:47	7604/7604	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/venobox/venobox.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/venobox/venobox.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:48	51112/51112	---M-Z	200	added ('OK')	text/css	date:Sat,%2001%20Feb%202025%2017:48:56%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/css/responsive.css	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/css/responsive.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:48	85875/85875	---M-Z	200	added ('OK')	text/css	etag:W/%2214f73-BDozLk9VXMC/015FG+lVtLk5ZqA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css	C:/Users/dahur/Downloads/stri/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:49	8636/8636	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/js/vendor/modernizr-3.5.0.min.js	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/js/vendor/modernizr-3.5.0.min.js	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:49	3915/3915	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2019:36:32%20GMT	https://html.sthemeit.com/logistcwr-demo/assets/images/logo/ts_logo.png	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/assets/images/logo/ts_logo.png	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:50	36018/36018	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:11:52%20GMT	https://html.sthemeit.com/logistcwr-demo/index.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/index.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:50	34063/34063	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:11:42%20GMT	https://html.sthemeit.com/logistcwr-demo/index-two.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/index-two.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:51	35763/35763	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:11:14%20GMT	https://html.sthemeit.com/logistcwr-demo/index-dark.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/index-dark.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:51	32914/32914	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:11:36%20GMT	https://html.sthemeit.com/logistcwr-demo/index-two-dark.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/index-two-dark.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:51	39931/39931	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:11:30%20GMT	https://html.sthemeit.com/logistcwr-demo/index-three.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/index-three.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:52	35243/35243	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:11:24%20GMT	https://html.sthemeit.com/logistcwr-demo/index-four.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/index-four.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:52	25013/25013	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:10:16%20GMT	https://html.sthemeit.com/logistcwr-demo/about-us.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/about-us.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:52	25106/25106	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:10:08%20GMT	https://html.sthemeit.com/logistcwr-demo/about-us-dark.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/about-us-dark.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
00:35:53	20609/20609	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Feb%202025%2014:12:30%20GMT	https://html.sthemeit.com/logistcwr-demo/service.html	C:/Users/dahur/Downloads/stri/html.sthemeit.com/logistcwr-demo/service.html	(from https://html.sthemeit.com/logistcwr-demo/index-five.html)
